Day,Era,Year,Month,Notes,Region,Event ID,Event type,Description,Event title,Date display,Source 1 URL,Calendar date,Original date,Source 1 name,Date certainty,Event category,Calendar system,Coverage status,Significance scope,Source reliability,Target event count,Verification status,Verified event count,Historical significance score
11,CE,1142,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-11-02,Conflict or political event,A peace treaty ends the Jin–Song wars.,A peace treaty ends the Jin–Song wars.,"October 11, 1142 CE",https://en.wikipedia.org/wiki/October_11,1142-10-11,"October 11, 1142 CE",October 11 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
11,CE,1311,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-11-03,Political event,The peerage and clergy restrict the authority of English kings with the Ordinances of 1311.,The peerage and clergy restrict the authority of English kings with the Ordinances of 1311.,"October 11, 1311 CE",https://en.wikipedia.org/wiki/October_11,1311-10-11,"October 11, 1311 CE",October 11 — Wikipedia,Exact day in source chronology,Political and independence history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
11,CE,1492,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Europe,GHC-OCT-11-04,Historical event,"Charles Orlando, Dauphin of France, French noble (died 1495)","Charles Orlando, Dauphin of France, French noble (died 1495)","October 11, 1492 CE",https://en.wikipedia.org/wiki/October_11,1492-10-11,"October 11, 1492 CE",October 11 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
11,CE,1552,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Europe,GHC-OCT-11-05,Historical event,"Tsarevich Dmitry Ivanovich of Russia, Grand Prince of Moscow (died 1553)","Tsarevich Dmitry Ivanovich of Russia, Grand Prince of Moscow (died 1553)","October 11, 1552 CE",https://en.wikipedia.org/wiki/October_11,1552-10-11,"October 11, 1552 CE",October 11 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
11,CE,965,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-11-06,Historical event,"Bruno the Great, Archbishop of Cologne (born 925)","Bruno the Great, Archbishop of Cologne (born 925)","October 11, 965 CE",https://en.wikipedia.org/wiki/October_11,0965-10-11,"October 11, 965 CE",October 11 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
11,CE,1614,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Europe,GHC-OCT-11-07,Historical event,The New Netherland Company applies to the States General of the Netherlands for exclusive trading rights in what is now the northeastern United States.,The New Netherland Company applies to the States General of the Netherlands for exclusive trading rights in what is now the northeastern United States.,"October 11, 1614 CE",https://en.wikipedia.org/wiki/October_11,1614-10-11,"October 11, 1614 CE",October 11 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
11,CE,1634,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Europe,GHC-OCT-11-08,Disaster,"The Burchardi flood kills around 15,000 in North Friesland, Denmark and Germany.","The Burchardi flood kills around 15,000 in North Friesland, Denmark and Germany.","October 11, 1634 CE",https://en.wikipedia.org/wiki/October_11,1634-10-11,"October 11, 1634 CE",October 11 — Wikipedia,Exact day in source chronology,Disaster history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
11,CE,1649,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-11-09,Conflict or political event,"Cromwell's New Model Army sacks Wexford, killing over 2,000 Irish Confederate troops and 1,500 civilians.","Cromwell's New Model Army sacks Wexford, killing over 2,000 Irish Confederate troops and 1,500 civilians.","October 11, 1649 CE",https://en.wikipedia.org/wiki/October_11,1649-10-11,"October 11, 1649 CE",October 11 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
11,CE,1776,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Americas,GHC-OCT-11-10,Conflict or political event,"American Revolution: A fleet of American boats on Lake Champlain is defeated by the Royal Navy, but delays the British advance until 1777.","American Revolution: A fleet of American boats on Lake Champlain is defeated by the Royal Navy, but delays the British advance until 1777.","October 11, 1776 CE",https://en.wikipedia.org/wiki/October_11,1776-10-11,"October 11, 1776 CE",October 11 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
11,CE,1797,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-11-11,Conflict or political event,The Royal Navy decisively defeats the Batavian Navy at Camperdown during the French Revolutionary Wars.,The Royal Navy decisively defeats the Batavian Navy at Camperdown during the French Revolutionary Wars.,"October 11, 1797 CE",https://en.wikipedia.org/wiki/October_11,1797-10-11,"October 11, 1797 CE",October 11 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
11,CE,1811,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Americas,GHC-OCT-11-12,Cultural or educational event,The Juliana begins operation as the first steam-powered ferry in New York harbor.,The Juliana begins operation as the first steam-powered ferry in New York harbor.,"October 11, 1811 CE",https://en.wikipedia.org/wiki/October_11,1811-10-11,"October 11, 1811 CE",October 11 — Wikipedia,Exact day in source chronology,"Culture, literature and education",Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
11,CE,1840,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Middle East,GHC-OCT-11-13,Historical event,The Maronite leader Bashir Shihab II surrenders to the Ottoman Empire and later is sent to Malta in exile.,The Maronite leader Bashir Shihab II surrenders to the Ottoman Empire and later is sent to Malta in exile.,"October 11, 1840 CE",https://en.wikipedia.org/wiki/October_11,1840-10-11,"October 11, 1840 CE",October 11 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,International,Secondary reference chronology,20,Verified against source chronology,20,70
11,CE,1906,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Asia,GHC-OCT-11-14,Cultural or educational event,San Francisco sparks a diplomatic crisis between the United States and Japan by ordering segregated schools for Japanese students.,San Francisco sparks a diplomatic crisis between the United States and Japan by ordering segregated schools for Japanese students.,"October 11, 1906 CE",https://en.wikipedia.org/wiki/October_11,1906-10-11,"October 11, 1906 CE",October 11 — Wikipedia,Exact day in source chronology,"Culture, literature and education",Gregorian (source chronology),Target met,International,Secondary reference chronology,20,Verified against source chronology,20,70
11,CE,1910,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Americas,GHC-OCT-11-15,Political event,"Piloted by Arch Hoxsey, Theodore Roosevelt becomes the first U.S. president to fly in an airplane.","Piloted by Arch Hoxsey, Theodore Roosevelt becomes the first U.S. president to fly in an airplane.","October 11, 1910 CE",https://en.wikipedia.org/wiki/October_11,1910-10-11,"October 11, 1910 CE",October 11 — Wikipedia,Exact day in source chronology,Political and independence history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
