Day,Era,Year,Month,Notes,Region,Event ID,Event type,Description,Event title,Date display,Source 1 URL,Source 2 URL,Calendar date,City location,Original date,Source 1 name,Source 2 name,Date certainty,Event category,Modern country,Calendar system,Coverage status,People involved,Historical entity,Significance scope,Source reliability,Target event count,Verification status,Verified event count,Historical significance score
8,CE,1950,February,The Stasi was the secret police of East Germany. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-08-1950-11,political,"The Stasi, the secret police of East Germany, is established.","The Stasi, the secret police of East Germany, is established.",8 February 1950 CE,https://en.wikipedia.org/wiki/February_8,,--02-08,,"Not separately stated; listed as February 8, 1950",Wikipedia — February 8,,exact,Establishment of the Stasi,Germany,Gregorian calendar date-page normalization,meets target,,East Germany,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,9
8,CE,1963,February,The regime of Prime Minister Abd al-Karim Qasim was overthrown by the Ba'ath Party. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Middle East,FEB-08-1963-12,political,The regime of Prime Minister of Iraq Abd al-Karim Qasim is overthrown by the Ba'ath Party.,The regime of Prime Minister of Iraq Abd al-Karim Qasim is overthrown by the Ba'ath Party.,8 February 1963 CE,https://en.wikipedia.org/wiki/February_8,,--02-08,,"Not separately stated; listed as February 8, 1963",Wikipedia — February 8,,exact,Ba'athist coup in Iraq,Iraq,Gregorian calendar date-page normalization,meets target,Abd al-Karim Qasim,Iraq,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,9
8,CE,1968,February,An attack on Black students protesting racial segregation left three dead and 28 injured. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Americas,FEB-08-1968-13,social_history,"American civil rights movement: An attack on Black students from South Carolina State University who are protesting racial segregation leaves three dead and 28 injured in Orangeburg, South Carolina.","American civil rights movement: An attack on Black students from South Carolina State University who are protesting racial segregation leaves three dead and 28 injured in Orangeburg, South Carolina.",8 February 1968 CE,https://en.wikipedia.org/wiki/February_8,,--02-08,"Orangeburg, South Carolina","Not separately stated; listed as February 8, 1968",Wikipedia — February 8,,exact,Orangeburg massacre,United States,Gregorian calendar date-page normalization,meets target,,American civil rights movement,national,Wikipedia date-page; single-source verification,20,verified—single source,20,8
8,CE,1971,February,The incursion aimed to cut off the Ho Chi Minh trail and stop communist infiltration. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Asia,FEB-08-1971-14,war,South Vietnamese ground troops launch an incursion into Laos to try to cut off the Ho Chi Minh trail and stop communist infiltration into the country.,South Vietnamese ground troops launch an incursion into Laos to try to cut off the Ho Chi Minh trail and stop communist infiltration into the country.,8 February 1971 CE,https://en.wikipedia.org/wiki/February_8,,--02-08,Laos,"Not separately stated; listed as February 8, 1971",Wikipedia — February 8,,exact,South Vietnamese incursion into Laos,Vietnam; Laos,Gregorian calendar date-page normalization,meets target,,Vietnam War,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,8
8,CE,1974,February,The last mission to visit Skylab returned after 84 days in space. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Polar,FEB-08-1974-15,space,"The crew of Skylab 4, the last mission to visit the American space station Skylab, returns to Earth after 84 days in space.","The crew of Skylab 4, the last mission to visit the American space station Skylab, returns to Earth after 84 days in space.",8 February 1974 CE,https://en.wikipedia.org/wiki/February_8,,--02-08,,"Not separately stated; listed as February 8, 1974",Wikipedia — February 8,,exact,Return of Skylab 4 crew,United States,Gregorian calendar date-page normalization,meets target,,Skylab,global,Wikipedia date-page; single-source verification,20,verified—single source,20,8
8,CE,1986,February,Twenty-three people were killed; it was described as one of Canada's worst rail accidents. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Americas,FEB-08-1986-16,disaster,"Twenty-three people are killed when a VIA Rail passenger train collides with a Canadian National freight train near the town of Hinton, Alberta, making it one of the worst rail accidents in Canada.","Twenty-three people are killed when a VIA Rail passenger train collides with a Canadian National freight train near the town of Hinton, Alberta, making it one of the worst rail accidents in Canada.",8 February 1986 CE,https://en.wikipedia.org/wiki/February_8,,--02-08,"Hinton, Alberta","Not separately stated; listed as February 8, 1986",Wikipedia — February 8,,exact,Hinton rail collision,Canada,Gregorian calendar date-page normalization,meets target,,Canadian rail transport,national,Wikipedia date-page; single-source verification,20,verified—single source,20,7
9,CE,1098,February,A First Crusade army won a major battle during the siege of Antioch. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Middle East,FEB-09-1098-01,war,A First Crusade army led by Bohemond of Taranto wins a major battle against the Seljuq emir Ridwan of Aleppo during the siege of Antioch.,A First Crusade army led by Bohemond of Taranto wins a major battle against the Seljuq emir Ridwan of Aleppo during the siege of Antioch.,9 February 1098 CE,https://en.wikipedia.org/wiki/February_9,,--02-09,Antioch,"Not separately stated; listed as February 9, 1098",Wikipedia — February 9,,exact,First Crusade battle,Turkey,Gregorian calendar date-page normalization,meets target,Bohemond of Taranto; Ridwan of Aleppo,First Crusade,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,8
9,CE,1775,February,The British Parliament declared Massachusetts in rebellion. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Americas,FEB-09-1775-02,war,American Revolutionary War: The British Parliament declares Massachusetts in rebellion.,American Revolutionary War: The British Parliament declares Massachusetts in rebellion.,9 February 1775 CE,https://en.wikipedia.org/wiki/February_9,,--02-09,,"Not separately stated; listed as February 9, 1775",Wikipedia — February 9,,exact,Massachusetts declared in rebellion,United States,Gregorian calendar date-page normalization,meets target,,American Revolutionary War,global,Wikipedia date-page; single-source verification,20,verified—single source,20,9
9,CE,1778,February,Rhode Island became the fourth US state to ratify the Articles of Confederation. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Americas,FEB-09-1778-03,political,Rhode Island becomes the fourth US state to ratify the Articles of Confederation.,Rhode Island becomes the fourth US state to ratify the Articles of Confederation.,9 February 1778 CE,https://en.wikipedia.org/wiki/February_9,,--02-09,,"Not separately stated; listed as February 9, 1778",Wikipedia — February 9,,exact,Articles of Confederation ratification,United States,Gregorian calendar date-page normalization,meets target,,Rhode Island,national,Wikipedia date-page; single-source verification,20,verified—single source,20,8
9,CE,1822,February,Haiti attacked the newly established Dominican Republic. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Americas,FEB-09-1822-04,war,Haiti attacks the newly established Dominican Republic on the other side of the island of Hispaniola.,Haiti attacks the newly established Dominican Republic on the other side of the island of Hispaniola.,9 February 1822 CE,https://en.wikipedia.org/wiki/February_9,,--02-09,,"Not separately stated; listed as February 9, 1822",Wikipedia — February 9,,exact,Haitian attack on Dominican Republic,Haiti; Dominican Republic,Gregorian calendar date-page normalization,meets target,,Hispaniola,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,8
9,CE,1825,February,The House elected John Quincy Adams after no candidate received a majority of electoral votes. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Americas,FEB-09-1825-05,political,"After no candidate receives a majority of electoral votes in the US presidential election of 1824, the United States House of Representatives elects John Quincy Adams as sixth President of the United States in a contingent election.","After no candidate receives a majority of electoral votes in the US presidential election of 1824, the United States House of Representatives elects John Quincy Adams as sixth President of the United States in a contingent election.",9 February 1825 CE,https://en.wikipedia.org/wiki/February_9,,--02-09,"Washington, D.C.","Not separately stated; listed as February 9, 1825",Wikipedia — February 9,,exact,Contingent presidential election,United States,Gregorian calendar date-page normalization,meets target,John Quincy Adams,United States House of Representatives,global,Wikipedia date-page; single-source verification,20,verified—single source,20,9
9,CE,1849,February,The new Roman Republic was declared. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-09-1849-06,political,The new Roman Republic is declared.,The new Roman Republic is declared.,9 February 1849 CE,https://en.wikipedia.org/wiki/February_9,,--02-09,Rome,"Not separately stated; listed as February 9, 1849",Wikipedia — February 9,,exact,Roman Republic declared,Italy,Gregorian calendar date-page normalization,meets target,,Roman Republic,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,8
