Day,Era,Year,Month,Notes,Region,Event ID,Event type,Description,Event title,Date display,Source 1 URL,Calendar date,Original date,Source 1 name,Date certainty,Event category,Modern country,Calendar system,Coverage status,Significance scope,Source reliability,Target event count,Verification status,Verified event count,Historical significance score
9,CE,1230,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-09-01-1230,conflict,"On March 9, 1230, Bulgarian Tsar Ivan Asen II defeats Theodore of Epirus in the Battle of Klokotnitsa. This event is included in the documented historical-events chronology for this calendar date.",Bulgarian Tsar Ivan Asen II defeats Theodore of Epirus in the Battle of Klokotnitsa.,1230 CE,https://en.wikipedia.org/wiki/March_9,March 9,"March 9, 1230","Wikipedia, March 9",documented date,military,,Gregorian date-page convention,target met,international,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,67
9,CE,1440,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-09-17-1440,historical event,"On March 9, 1440, Frances of Rome, Italian nun and saint (born 1384) This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Frances of Rome,1440 CE,https://en.wikipedia.org/wiki/March_9,March 9,"March 9, 1440","Wikipedia, March 9",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
9,CE,1444,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-09-18-1444,historical event,"On March 9, 1444, Leonardo Bruni, Italian humanist (born c. 1370) This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Leonardo Bruni,1444 CE,https://en.wikipedia.org/wiki/March_9,March 9,"March 9, 1444","Wikipedia, March 9",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
9,CE,1454,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-09-19-1454,cultural event,"On March 9, 1454, Amerigo Vespucci, Italian cartographer and explorer, namesake of the Americas (died 1512) This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Amerigo Vespucci,1454 CE,https://en.wikipedia.org/wiki/March_9,March 9,"March 9, 1454","Wikipedia, March 9",documented date,culture and society,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
9,CE,1463,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-09-20-1463,historical event,"On March 9, 1463, Catherine of Bologna, Italian nun and saint (born 1463) This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Catherine of Bologna,1463 CE,https://en.wikipedia.org/wiki/March_9,March 9,"March 9, 1463","Wikipedia, March 9",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
9,CE,1500,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,Americas,EVT-MAR-09-03-1500,political event,The fleet of Pedro Álvares Cabral leaves Lisbon for the Indies. The fleet will discover Brazil which lies within boundaries granted to Portugal in the Treaty of Tordesillas in 1494.,The fleet of Pedro Álvares Cabral leaves Lisbon for the Indies. The fleet will discover Brazil which lies within boundaries granted to Portugal in the Treaty of Tordesillas in 1494,1500 CE,https://en.wikipedia.org/wiki/March_9,March 9,"March 9, 1500","Wikipedia, March 9",documented date,politics and governance,Brazil,Gregorian date-page convention,target met,international,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,65
9,CE,1568,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-09-11-1568,cultural event,"On March 9, 1568, Aloysius Gonzaga, Italian saint, namesake of Gonzaga University (died 1591) This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Aloysius Gonzaga,1568 CE,https://en.wikipedia.org/wiki/March_9,March 9,"March 9, 1568","Wikipedia, March 9",documented date,culture and society,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,55
9,CE,1811,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-09-09-1811,conflict,"On March 9, 1811, Paraguayan forces defeat Manuel Belgrano at the Battle of Tacuarí. This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Paraguayan forces defeat Manuel Belgrano at the Battle of Tacuarí.,1811 CE,https://en.wikipedia.org/wiki/March_9,March 9,"March 9, 1811","Wikipedia, March 9",documented date,military,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,57
9,CE,1824,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-09-13-1824,cultural event,"On March 9, 1824, Amasa Leland Stanford, American businessman and politician, founded Stanford University (died 1893) This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Amasa Leland Stanford,1824 CE,https://en.wikipedia.org/wiki/March_9,March 9,"March 9, 1824","Wikipedia, March 9",documented date,culture and society,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,52
9,CE,1842,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-09-12-1842,discovery,"On March 9, 1842, The first documented discovery of gold in California occurs at Rancho San Francisco, six years before the California Gold Rush. This event is included in the documented historical-events chronology for this calendar date.",The first documented discovery of gold in California occurs at Rancho San Francisco,1842 CE,https://en.wikipedia.org/wiki/March_9,March 9,"March 9, 1842","Wikipedia, March 9",documented date,science and technology,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,54
9,CE,1847,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-09-04-1847,conflict,"On March 9, 1847, Mexican–American War: The first large-scale amphibious assault in U.S. history is launched in the Siege of Veracruz. This event is included in the documented historical-events chronology for this calendar date.",Mexican–American War,1847 CE,https://en.wikipedia.org/wiki/March_9,March 9,"March 9, 1847","Wikipedia, March 9",documented date,military,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,64
